Title,Reference number,Published,Last updated
Combined bony and soft tissue reconstruction for hip joint stabilisation in proximal focal femoral deficiency (PFFD),IPG297,22-Apr-09,22-Apr-09
Ex-vivo hepatic resection and reimplantation for liver cancer,IPG298,22-Apr-09,22-Apr-09
Endoscopic mastectomy and endoscopic wide local excision for breast cancer,IPG296,22-Apr-09,22-Apr-09
Percutaneous (non-thoracoscopic) epicardial catheter radiofrequency ablation for atrial fibrillation,IPG294,27-Mar-09,27-Mar-09
Percutaneous (non-thoracoscopic) epicardial catheter radiofrequency ablation for ventricular tachycardia,IPG295,27-Mar-09,27-Mar-09
Sunitinib for the first-line treatment of advanced and/or metastatic renal cell carcinoma,TA169,25-Mar-09,25-Mar-09
Rehabilitation after critical illness in adults,CG83,25-Mar-09,25-Mar-09
Photodynamic therapy for brain tumours,IPG290,25-Mar-09,25-Mar-09
Implantation of an opaque intraocular lens for intractable double vision,IPG293,25-Mar-09,25-Mar-09
"Amantadine, oseltamivir and zanamivir for the treatment of influenza",TA168,25-Feb-09,25-Feb-09
Extracorporeal photopheresis for Crohn's disease,IPG288,25-Feb-09,25-Feb-09
"Intraocular lens insertion for correction of refractive error, with preservation of the natural lens",IPG289,25-Feb-09,25-Feb-09
Laparoscopic cystectomy,IPG287,25-Feb-09,25-Feb-09
Machine perfusion systems and cold static storage of kidneys from deceased donors,TA165,28-Jan-09,28-Jan-09
Medicines adherence: involving patients in decisions about prescribed medicines and supporting adherence,CG76,28-Jan-09,28-Jan-09
Borderline personality disorder: recognition and management,CG78,28-Jan-09,28-Jan-09
Functional electrical stimulation for drop foot of central neurological origin,IPG278,28-Jan-09,28-Jan-09
Ultrasound-guided regional nerve block,IPG285,28-Jan-09,28-Jan-09
Thoracoscopic epicardial radiofrequency ablation for atrial fibrillation,IPG286,28-Jan-09,28-Jan-09
Physical activity for children and young people,PH17,28-Jan-09,28-Jan-09
Infliximab for acute exacerbations of ulcerative colitis,TA163,17-Dec-08,17-Dec-08
Laparoscopic prostatectomy for benign prostatic obstruction,IPG275,26-Nov-08,26-Nov-08
Transabdominal artificial bowel sphincter implantation for faecal incontinence,IPG276,26-Nov-08,26-Nov-08
Spinal cord stimulation for chronic pain of neuropathic or ischaemic origin,TA159,22-Oct-08,22-Oct-08
Mental wellbeing in over 65s: occupational therapy and physical activity interventions,PH16,22-Oct-08,22-Oct-08
Dabigatran etexilate for the prevention of venous thromboembolism after hip or knee replacement surgery in adults,TA157,24-Sep-08,24-Sep-08
"Oseltamivir, amantadine (review) and zanamivir for the prophylaxis of influenza",TA158,24-Sep-08,24-Sep-08
Balloon catheter dilation of paranasal sinus ostia for chronic sinusitis,IPG273,24-Sep-08,24-Sep-08
Autologous pancreatic islet cell transplantation for improved glycaemic control after pancreatectomy,IPG274,24-Sep-08,24-Sep-08
Cardiovascular disease: identifying and supporting people most at risk of dying early,PH15,24-Sep-08,24-Sep-08
Routine antenatal anti-D prophylaxis for women who are rhesus D negative,TA156,27-Aug-08,27-Aug-08
Entecavir for the treatment of chronic hepatitis B,TA153,27-Aug-08,27-Aug-08
Telbivudine for the treatment of chronic hepatitis B,TA154,27-Aug-08,27-Aug-08
Total wrist replacement,IPG271,27-Aug-08,27-Aug-08
Continuous subcutaneous insulin infusion for the treatment of diabetes mellitus,TA151,23-Jul-08,23-Jul-08
Brachytherapy as the sole method of adjuvant radiotherapy for breast cancer after local excision,IPG268,23-Jul-08,23-Jul-08
Laparoscopic gastrectomy for cancer,IPG269,23-Jul-08,23-Jul-08
Bevacizumab for the treatment of non-small-cell lung cancer (terminated appraisal),TA148,25-Jun-08,25-Jun-08
Carmustine implants for the treatment of recurrent glioblastoma multiforme (terminated appraisal),TA149,25-Jun-08,25-Jun-08
Cetuximab for the treatment of locally advanced squamous cell cancer of the head and neck,TA145,25-Jun-08,25-Jun-08
Adalimumab for the treatment of adults with psoriasis,TA146,25-Jun-08,25-Jun-08
Lumbar infusion test for the investigation of normal pressure hydrocephalus,IPG263,25-Jun-08,25-Jun-08
Implantation of multifocal (non-accommodative) intraocular lenses during cataract surgery,IPG264,25-Jun-08,25-Jun-08
Endoaortic balloon occlusion for cardiac surgery,IPG261,28-May-08,28-May-08
Physical activity in the workplace,PH13,28-May-08,28-May-08
Intraoperative red blood cell salvage during radical prostatectomy or radical cystectomy,IPG258,26-Apr-08,26-Apr-08
Interstitial photodynamic therapy for malignant parotid tumours,IPG259,23-Apr-08,23-Apr-08
Allogeneic pancreatic islet cell transplantation for type 1 diabetes mellitus,IPG257,23-Apr-08,23-Apr-08
Intraoperative nerve monitoring during thyroid surgery,IPG255,26-Mar-08,26-Mar-08
Structural neuroimaging in first-episode psychosis,TA136,27-Feb-08,27-Feb-08
Rituximab for the treatment of relapsed or refractory stage III or IV follicular non-Hodgkin's lymphoma,TA137,27-Feb-08,27-Feb-08
Laser-assisted cerebral vascular anastomosis without temporary arterial occlusion,IPG252,27-Feb-08,27-Feb-08
Laparoscopic mobilisation of the greater omentum for breast reconstruction,IPG253,27-Feb-08,27-Feb-08
Endobronchial ultrasound-guided transbronchial needle aspiration for mediastinal masses,IPG254,27-Feb-08,27-Feb-08
Infliximab for the treatment of adults with psoriasis,TA134,23-Jan-08,23-Jan-08
Pemetrexed for the treatment of malignant pleural mesothelioma,TA135,23-Jan-08,23-Jan-08
Ultrasound-guided catheterisation of the epidural space,IPG249,23-Jan-08,23-Jan-08
Thoracoscopically assisted mitral valve surgery,IPG245,12-Dec-07,12-Dec-07
Hybrid procedure for interim management of hypoplastic left heart syndrome in neonates,IPG246,12-Dec-07,12-Dec-07
Thoracoscopic excision of mediastinal parathyroid tumours,IPG247,12-Dec-07,12-Dec-07
Thoracoscopic aortopexy for severe primary tracheomalacia,IPG243,12-Dec-07,12-Dec-07
Grenz rays therapy for inflammatory skin conditions,IPG236,28-Nov-07,28-Nov-07
Mini/micro screw implantation for orthodontic anchorage,IPG238,28-Nov-07,28-Nov-07
Laparoscopic techniques for hysterectomy,IPG239,28-Nov-07,28-Nov-07
Soft-palate implants for simple snoring,IPG240,28-Nov-07,28-Nov-07
Soft-palate implants for obstructive sleep apnoea,IPG241,28-Nov-07,28-Nov-07
Laparoscopic uterine nerve ablation (LUNA) for chronic pelvic pain,IPG234,30-Oct-07,30-Oct-07
Behaviour change: general approaches,PH6,24-Oct-07,24-Oct-07
Bortezomib monotherapy for relapsed multiple myeloma,TA129,23-Oct-07,23-Oct-07
Serial transverse enteroplasty procedure (STEP) for bowel lengthening in parenteral nutrition-dependent children,IPG232,26-Sep-07,26-Sep-07
Stapled haemorrhoidopexy for the treatment of haemorrhoids,TA128,26-Sep-07,26-Sep-07
Laparoscopic repair of abdominal aortic aneurysm,IPG229,22-Aug-07,22-Aug-07
"Arthroscopic knee washout, with or without debridement, for the treatment of osteoarthritis",IPG230,22-Aug-07,22-Aug-07
Pemetrexed for the treatment of non-small-cell lung cancer,TA124,22-Aug-07,22-Aug-07
Therapeutic percutaneous image-guided aspiration of spinal cysts,IPG223,27-Jun-07,01-Aug-07
Acutely ill adults in hospital: recognising and responding to deterioration,CG50,25-Jul-07,25-Jul-07
Drug misuse in over 16s: opioid detoxification,CG52,25-Jul-07,25-Jul-07
Drug misuse in over 16s: psychosocial interventions,CG51,25-Jul-07,25-Jul-07
Laparoscopic deroofing of simple renal cysts,IPG226,25-Jul-07,25-Jul-07
Corneal implants for keratoconus,IPG227,25-Jul-07,25-Jul-07
Corneal implants for the correction of refractive error,IPG225,25-Jul-07,25-Jul-07
Varenicline for smoking cessation,TA123,25-Jul-07,25-Jul-07
Faecal incontinence in adults: management,CG49,27-Jun-07,27-Jun-07
Endoscopic augmentation of the lower oesophageal sphincter using hydrogel implants for the treatment of gastro-oesophageal reflux disease,IPG222,27-Jun-07,27-Jun-07
Carmustine implants and temozolomide for the treatment of newly diagnosed high-grade glioma,TA121,27-Jun-07,27-Jun-07
Therapeutic sialendoscopy,IPG218,23-May-07,23-May-07
Lower limb deep vein valve reconstruction for chronic deep venous incompetence,IPG219,23-May-07,23-May-07
Tissue-cultured limbal stem cell allograft transplantation for regrowth of corneal epithelium,IPG216,25-Apr-07,25-Apr-07
Laparoscopic nephrolithotomy and pyelolithotomy,IPG212,28-Mar-07,28-Mar-07
Microwave ablation of hepatocellular carcinoma,IPG214,28-Mar-07,28-Mar-07
Radiofrequency-assisted liver resection,IPG211,28-Feb-07,28-Feb-07
Laparoscopic insertion of peritoneal dialysis catheter,IPG208,28-Feb-07,28-Feb-07
Implantation of accommodating intraocular lenses for cataract,IPG209,28-Feb-07,28-Feb-07
Injectable bulking agents for faecal incontinence,IPG210,28-Feb-07,28-Feb-07
Fludarabine monotherapy for the first-line treatment of chronic lymphocytic leukaemia,TA119,28-Feb-07,28-Feb-07
Cinacalcet for the treatment of secondary hyperparathyroidism in patients with end-stage renal disease on maintenance dialysis therapy,TA117,24-Jan-07,24-Jan-07
Methadone and buprenorphine for the management of opioid dependence,TA114,24-Jan-07,24-Jan-07
Naltrexone for the management of opioid dependence,TA115,24-Jan-07,24-Jan-07
Gemcitabine for the treatment of metastatic breast cancer,TA116,24-Jan-07,24-Jan-07
Laparoscopic distal pancreatectomy,IPG204,24-Jan-07,24-Jan-07
Fetal cystoscopy for the diagnosis and treatment of lower urinary outflow tract obstruction,IPG205,24-Jan-07,24-Jan-07
Palliative photodynamic therapy for advanced oesophageal cancer,IPG206,24-Jan-07,24-Jan-07
Intrauterine laser ablation of placental vessels for the treatment of twin-to-twin transfusion syndrome,IPG198,13-Dec-06,13-Dec-06
Septostomy with or without amnioreduction for the treatment of twin-to-twin transfusion syndrome,IPG199,13-Dec-06,13-Dec-06
Photodynamic therapy for early-stage oesophageal cancer,IPG200,13-Dec-06,13-Dec-06
Fetal vesico–amniotic shunt for lower urinary tract outflow obstruction,IPG202,13-Dec-06,13-Dec-06
Therapeutic amnioinfusion for oligohydramnios during pregnancy (excluding labour),IPG192,22-Nov-06,22-Nov-06
Laparoscopic radical prostatectomy,IPG193,22-Nov-06,22-Nov-06
Insertion of pleuro–amniotic shunt for fetal pleural effusion,IPG190,27-Sep-06,27-Sep-06
Laparoscopic surgery for colorectal cancer,TA105,23-Aug-06,23-Aug-06
Deep brain stimulation for tremor and dystonia (excluding Parkinson's disease),IPG188,23-Aug-06,23-Aug-06
Etanercept and efalizumab for the treatment of adults with psoriasis,TA103,26-Jul-06,26-Jul-06
High-intensity focused ultrasound for atrial fibrillation in association with other cardiac surgery,IPG184,26-Jul-06,26-Jul-06
Tonsillectomy using laser,IPG186,26-Jul-06,26-Jul-06
Catheterless oesophageal pH monitoring,IPG187,26-Jul-06,26-Jul-06
Docetaxel for the treatment of hormone-refractory metastatic prostate cancer,TA101,28-Jun-06,28-Jun-06
Improving outcomes for people with brain and other central nervous system tumours,CSG10,28-Jun-06,28-Jun-06
Percutaneous cementoplasty for palliative treatment of bony malignancies,IPG179,28-Jun-06,28-Jun-06
Percutaneous laser therapy for fetal tumours,IPG180,28-Jun-06,28-Jun-06
Short-term circulatory support with left ventricular assist devices as a bridge to cardiac transplantation or recovery,IPG177,28-Jun-06,28-Jun-06
Tonsillectomy using ultrasonic scalpel,IPG178,28-Jun-06,28-Jun-06
Living-donor lung transplantation for end-stage lung disease,IPG170,24-May-06,24-May-06
Laparoscopic helium plasma coagulation for the treatment of endometriosis,IPG171,24-May-06,24-May-06
High dose rate brachytherapy in combination with external-beam radiotherapy for localised prostate cancer,IPG174,24-May-06,24-May-06
Percutaneous fetal balloon valvuloplasty for pulmonary atresia with intact ventricular septum,IPG176,24-May-06,24-May-06
Capecitabine and oxaliplatin in the adjuvant treatment of stage III (Dukes' C) colon cancer,TA100,26-Apr-06,26-Apr-06
Percutaneous radiofrequency ablation for atrial fibrillation,IPG168,26-Apr-06,26-Apr-06
Balloon kyphoplasty for vertebral compression fractures,IPG166,26-Apr-06,26-Apr-06
Retrograde urethral sphincterometry,IPG167,26-Apr-06,26-Apr-06
Laparoscopic retroperitoneal lymph node dissection for testicular cancer,IPG158,22-Mar-06,22-Mar-06
Stimulated graciloplasty for faecal incontinence,IPG159,22-Mar-06,22-Mar-06
High dose rate brachytherapy for carcinoma of the cervix,IPG160,22-Mar-06,22-Mar-06
Percutaneous endoscopic colostomy,IPG161,22-Mar-06,22-Mar-06
Stent-graft placement in abdominal aortic aneurysm,IPG163,22-Mar-06,22-Mar-06
Photorefractive (laser) surgery for the correction of refractive errors,IPG164,22-Mar-06,22-Mar-06
Endometrial cryotherapy for menorrhagia,IPG157,22-Mar-06,22-Mar-06
Improving outcomes for people with sarcoma,CSG9,20-Mar-06,20-Mar-06
Adefovir dipivoxil and peginterferon alfa-2a for the treatment of chronic hepatitis B,TA96,22-Feb-06,22-Feb-06
Photodynamic therapy for non-melanoma skin tumours (including premalignant and primary non-metastatic skin lesions),IPG155,22-Feb-06,22-Feb-06
Image-guided vacuum-assisted excision biopsy of benign breast lesions,IPG156,22-Feb-06,22-Feb-06
Laparoscopic partial nephrectomy,IPG151,25-Jan-06,25-Jan-06
Foker technique for long-gap oesophageal atresia,IPG153,25-Jan-06,25-Jan-06
Retrobulbar irradiation for thyroid eye disease,IPG148,14-Dec-05,14-Dec-05
Division of ankyloglossia (tongue-tie) for breastfeeding,IPG149,14-Dec-05,14-Dec-05
Electrosurgery (diathermy and coblation) for tonsillectomy,IPG150,14-Dec-05,14-Dec-05
Direct C1 lateral mass screw for cervical spine stabilisation,IPG146,14-Dec-05,14-Dec-05
Endoscopic axillary lymph node retrieval for breast cancer,IPG147,14-Dec-05,14-Dec-05
Obsessive-compulsive disorder and body dysmorphic disorder: treatment,CG31,29-Nov-05,29-Nov-05
Metatarsophalangeal joint replacement of the hallux,IPG140,23-Nov-05,23-Nov-05
Automated percutaneous mechanical lumbar discectomy,IPG141,23-Nov-05,23-Nov-05
Cryotherapy for malignant endobronchial obstruction,IPG142,23-Nov-05,23-Nov-05
Intraoperative blood cell salvage in obstetrics,IPG144,23-Nov-05,23-Nov-05
Photodynamic therapy for localised inoperable endobronchial cancer,IPG137,23-Nov-05,23-Nov-05
Cryotherapy as a primary treatment for prostate cancer,IPG145,23-Nov-05,23-Nov-05
Intramural urethral bulking procedures for stress urinary incontinence in women,IPG138,23-Nov-05,23-Nov-05
Improving outcomes in children and young people with cancer,CSG7,24-Aug-05,24-Aug-05
Laparoscopic nephrectomy (including nephroureterectomy),IPG136,24-Aug-05,24-Aug-05
HealOzone for the treatment of tooth decay (occlusal pit and fissure caries and root caries),TA92,27-Jul-05,27-Jul-05
Low dose rate brachytherapy for localised prostate cancer,IPG132,27-Jul-05,27-Jul-05
Photodynamic therapy for bile duct cancer,IPG134,27-Jul-05,27-Jul-05
Laparoscopic liver resection,IPG135,27-Jul-05,27-Jul-05
Leukapheresis for inflammatory bowel disease,IPG126,22-Jun-05,22-Jun-05
Collagen injection for vocal cord augmentation,IPG130,22-Jun-05,22-Jun-05
Endovascular stent–graft placement in thoracic aortic aneurysms and dissections,IPG127,22-Jun-05,22-Jun-05
Interstitial laser therapy for fibroadenomas of the breast,IPG131,22-Jun-05,22-Jun-05
Totally endoscopic robotically assisted coronary artery bypass grafting,IPG128,22-Jun-05,22-Jun-05
Computed tomographic colonography (virtual colonoscopy),IPG129,22-Jun-05,22-Jun-05
Radiofrequency ablation for atrial fibrillation in association with other cardiac surgery,IPG121,25-May-05,25-May-05
Microwave ablation for atrial fibrillation in association with other cardiac surgery,IPG122,25-May-05,25-May-05
Cryoablation for atrial fibrillation in association with other cardiac surgery,IPG123,25-May-05,25-May-05
Cryotherapy for recurrent prostate cancer,IPG119,25-May-05,25-May-05
Guidance on the use of paclitaxel in the treatment of ovarian cancer,TA55,22-Jan-03,01-May-05
High-intensity focused ultrasound for prostate cancer,IPG118,23-Mar-05,23-Mar-05
Artificial metacarpophalangeal and interphalangeal joint replacement for end-stage arthritis,IPG110,23-Feb-05,23-Feb-05
Artificial trapeziometacarpal joint replacement for end-stage osteoarthritis,IPG111,23-Feb-05,23-Feb-05
